"","Location","TimeFrame","DataFormat","Child","Unemployment"
"5005","Shackelford",2006,"Number",126,63
"5006","Shackelford",2006,"Percent",0.176,0.031
"5007","Shackelford",2007,"Number",121,55
"5008","Shackelford",2007,"Percent",0.177,0.027
"5009","Shackelford",2008,"Number",110,59
"5010","Shackelford",2008,"Percent",0.171,0.027
"5011","Shackelford",2009,"Number",134,87
"5012","Shackelford",2009,"Percent",0.188,0.041
"5013","Shackelford",2010,"Number",169,102
"5014","Shackelford",2010,"Percent",0.207,0.046
"5015","Shackelford",2011,"Number",165,96
"5016","Shackelford",2011,"Percent",0.209,0.042
"5017","Shelby",2000,"Number",1867,527
"5018","Shelby",2000,"Percent",0.281,0.059
"5019","Shelby",2001,"Number",1773,541
"5020","Shelby",2001,"Percent",0.264,0.06
"5021","Shelby",2002,"Number",1679,722
"5022","Shelby",2002,"Percent",0.244,0.076
"5023","Shelby",2003,"Number",1796,784
"5024","Shelby",2003,"Percent",0.262,0.081
"5025","Shelby",2004,"Number",1734,762
"5026","Shelby",2004,"Percent",0.252,0.063
"5027","Shelby",2005,"Number",1887,682
"5028","Shelby",2005,"Percent",0.278,0.058
"5029","Shelby",2006,"Number",2195,607
"5030","Shelby",2006,"Percent",0.319,0.05
"5031","Shelby",2007,"Number",1876,530
"5032","Shelby",2007,"Percent",0.273,0.044
"5033","Shelby",2008,"Number",2293,608
"5034","Shelby",2008,"Percent",0.337,0.049
"5035","Shelby",2009,"Number",1989,927
"5036","Shelby",2009,"Percent",0.277,0.074
"5037","Shelby",2010,"Number",2190,1026
"5038","Shelby",2010,"Percent",0.331,0.079
"5039","Shelby",2011,"Number",2149,1037
"5040","Shelby",2011,"Percent",0.315,0.079
"5041","Sherman",2000,"Number",209,28
"5042","Sherman",2000,"Percent",0.214,0.016
"5043","Sherman",2001,"Number",149,28
"5044","Sherman",2001,"Percent",0.157,0.015
"5045","Sherman",2002,"Number",125,27
"5046","Sherman",2002,"Percent",0.133,0.018
"5047","Sherman",2003,"Number",157,22
"5048","Sherman",2003,"Percent",0.171,0.016
"5049","Sherman",2004,"Number",156,61
"5050","Sherman",2004,"Percent",0.181,0.038
"5051","Sherman",2005,"Number",206,64
"5052","Sherman",2005,"Percent",0.241,0.045
"5053","Sherman",2006,"Number",181,55
"5054","Sherman",2006,"Percent",0.219,0.042
"5055","Sherman",2007,"Number",157,47
"5056","Sherman",2007,"Percent",0.203,0.035
"5057","Sherman",2008,"Number",163,54
"5058","Sherman",2008,"Percent",0.217,0.037
"5059","Sherman",2009,"Number",145,68
"5060","Sherman",2009,"Percent",0.17,0.047
"5061","Sherman",2010,"Number",154,69
"5062","Sherman",2010,"Percent",0.169,0.048
"5063","Sherman",2011,"Number",146,73
"5064","Sherman",2011,"Percent",0.168,0.05
"5065","Smith",2000,"Number",9347,3561
"5066","Smith",2000,"Percent",0.2,0.039
"5067","Smith",2001,"Number",9425,3803
"5068","Smith",2001,"Percent",0.199,0.041
"5069","Smith",2002,"Number",9491,4373
"5070","Smith",2002,"Percent",0.197,0.046
"5071","Smith",2003,"Number",10368,4800
"5072","Smith",2003,"Percent",0.214,0.049
"5073","Smith",2004,"Number",10415,5009
"5074","Smith",2004,"Percent",0.211,0.053
"5075","Smith",2005,"Number",11413,4638
"5076","Smith",2005,"Percent",0.235,0.048
"5077","Smith",2006,"Number",11751,4576
"5078","Smith",2006,"Percent",0.24,0.047
"5079","Smith",2007,"Number",10309,4084
"5080","Smith",2007,"Percent",0.205,0.042
"5081","Smith",2008,"Number",10078,4902
"5082","Smith",2008,"Percent",0.198,0.05
"5083","Smith",2009,"Number",12428,7675
"5084","Smith",2009,"Percent",0.239,0.076
"5085","Smith",2010,"Number",11529,7974
"5086","Smith",2010,"Percent",0.217,0.079
"5087","Smith",2011,"Number",12666,8126
"5088","Smith",2011,"Percent",0.236,0.078
"5089","Somervell",2000,"Number",319,138
"5090","Somervell",2000,"Percent",0.166,0.066
"5091","Somervell",2001,"Number",312,141
"5092","Somervell",2001,"Percent",0.163,0.065
"5093","Somervell",2002,"Number",258,179
"5094","Somervell",2002,"Percent",0.135,0.086
"5095","Somervell",2003,"Number",285,231
"5096","Somervell",2003,"Percent",0.149,0.109
"5097","Somervell",2004,"Number",284,196
"5098","Somervell",2004,"Percent",0.152,0.05
"5099","Somervell",2005,"Number",307,186
"5100","Somervell",2005,"Percent",0.166,0.05
"5101","Somervell",2006,"Number",330,184
"5102","Somervell",2006,"Percent",0.179,0.049
"5103","Somervell",2007,"Number",267,176
"5104","Somervell",2007,"Percent",0.145,0.045
"5105","Somervell",2008,"Number",276,188
"5106","Somervell",2008,"Percent",0.148,0.045
"5107","Somervell",2009,"Number",349,302
"5108","Somervell",2009,"Percent",0.169,0.07
"5109","Somervell",2010,"Number",377,336
"5110","Somervell",2010,"Percent",0.171,0.079
"5111","Somervell",2011,"Number",376,344
"5112","Somervell",2011,"Percent",0.179,0.076
"5113","Starr",2000,"Number",11015,4760
"5114","Starr",2000,"Percent",0.54,0.225
"5115","Starr",2001,"Number",11504,4160
"5116","Starr",2001,"Percent",0.547,0.2
"5117","Starr",2002,"Number",11120,4393
"5118","Starr",2002,"Percent",0.513,0.195
"5119","Starr",2003,"Number",10694,4536
"5120","Starr",2003,"Percent",0.486,0.189
"5121","Starr",2004,"Number",10462,3155
"5122","Starr",2004,"Percent",0.466,0.146
"5123","Starr",2005,"Number",12264,2764
"5124","Starr",2005,"Percent",0.555,0.13
"5125","Starr",2006,"Number",12249,2539
"5126","Starr",2006,"Percent",0.538,0.117
"5127","Starr",2007,"Number",10076,2253
"5128","Starr",2007,"Percent",0.445,0.106
"5129","Starr",2008,"Number",11026,2625
"5130","Starr",2008,"Percent",0.485,0.119
"5131","Starr",2009,"Number",12474,4084
"5132","Starr",2009,"Percent",0.535,0.167
"5133","Starr",2010,"Number",11284,4526
"5134","Starr",2010,"Percent",0.547,0.179
"5135","Starr",2011,"Number",9643,4334
"5136","Starr",2011,"Percent",0.464,0.169
"5137","Stephens",2000,"Number",628,154
"5138","Stephens",2000,"Percent",0.276,0.039
"5139","Stephens",2001,"Number",568,119
"5140","Stephens",2001,"Percent",0.249,0.032
"5141","Stephens",2002,"Number",618,247
"5142","Stephens",2002,"Percent",0.273,0.062
"5143","Stephens",2003,"Number",646,251
"5144","Stephens",2003,"Percent",0.299,0.069
"5145","Stephens",2004,"Number",622,219
"5146","Stephens",2004,"Percent",0.28,0.052
"5147","Stephens",2005,"Number",709,199
"5148","Stephens",2005,"Percent",0.324,0.046
"5149","Stephens",2006,"Number",745,187
"5150","Stephens",2006,"Percent",0.342,0.042
"5151","Stephens",2007,"Number",613,164
"5152","Stephens",2007,"Percent",0.279,0.037
"5153","Stephens",2008,"Number",602,173
"5154","Stephens",2008,"Percent",0.272,0.037
"5155","Stephens",2009,"Number",657,318
"5156","Stephens",2009,"Percent",0.283,0.068
"5157","Stephens",2010,"Number",705,330
"5158","Stephens",2010,"Percent",0.31,0.071
"5159","Stephens",2011,"Number",659,360
"5160","Stephens",2011,"Percent",0.298,0.075
"5161","Sterling",2000,"Number",81,22
"5162","Sterling",2000,"Percent",0.222,0.034
"5163","Sterling",2001,"Number",82,24
"5164","Sterling",2001,"Percent",0.218,0.038
"5165","Sterling",2002,"Number",58,29
"5166","Sterling",2002,"Percent",0.166,0.039
"5167","Sterling",2003,"Number",53,28
"5168","Sterling",2003,"Percent",0.163,0.036
"5169","Sterling",2004,"Number",51,30
"5170","Sterling",2004,"Percent",0.162,0.034
"5171","Sterling",2005,"Number",59,29
"5172","Sterling",2005,"Percent",0.191,0.03
"5173","Sterling",2006,"Number",53,28
"5174","Sterling",2006,"Percent",0.188,0.033
"5175","Sterling",2007,"Number",49,22
"5176","Sterling",2007,"Percent",0.189,0.028
"5177","Sterling",2008,"Number",43,24
"5178","Sterling",2008,"Percent",0.179,0.028
"5179","Sterling",2009,"Number",57,39
"5180","Sterling",2009,"Percent",0.191,0.044
"5181","Sterling",2010,"Number",52,36
"5182","Sterling",2010,"Percent",0.19,0.046
"5183","Sterling",2011,"Number",52,32
"5184","Sterling",2011,"Percent",0.189,0.042
"5185","Stonewall",2000,"Number",92,27
"5186","Stonewall",2000,"Percent",0.286,0.043
"5187","Stonewall",2001,"Number",79,29
"5188","Stonewall",2001,"Percent",0.249,0.047
"5189","Stonewall",2002,"Number",58,25
"5190","Stonewall",2002,"Percent",0.192,0.036
"5191","Stonewall",2003,"Number",64,23
"5192","Stonewall",2003,"Percent",0.236,0.032
"5193","Stonewall",2004,"Number",68,41
"5194","Stonewall",2004,"Percent",0.238,0.047
"5195","Stonewall",2005,"Number",80,33
"5196","Stonewall",2005,"Percent",0.284,0.038
"5197","Stonewall",2006,"Number",76,30
"5198","Stonewall",2006,"Percent",0.254,0.033
"5199","Stonewall",2007,"Number",63,28
"5200","Stonewall",2007,"Percent",0.234,0.032
"5201","Stonewall",2008,"Number",81,29
"5202","Stonewall",2008,"Percent",0.275,0.034
"5203","Stonewall",2009,"Number",82,40
"5204","Stonewall",2009,"Percent",0.246,0.047
"5205","Stonewall",2010,"Number",89,40
"5206","Stonewall",2010,"Percent",0.263,0.049
"5207","Stonewall",2011,"Number",83,41
"5208","Stonewall",2011,"Percent",0.261,0.05
"5209","Sutton",2000,"Number",277,75
"5210","Sutton",2000,"Percent",0.243,0.039
"5211","Sutton",2001,"Number",219,56
"5212","Sutton",2001,"Percent",0.195,0.028
"5213","Sutton",2002,"Number",195,64
"5214","Sutton",2002,"Percent",0.172,0.031
"5215","Sutton",2003,"Number",205,46
"5216","Sutton",2003,"Percent",0.183,0.021
"5217","Sutton",2004,"Number",201,79
"5218","Sutton",2004,"Percent",0.176,0.031
"5219","Sutton",2005,"Number",210,78
"5220","Sutton",2005,"Percent",0.186,0.028
"5221","Sutton",2006,"Number",219,79
"5222","Sutton",2006,"Percent",0.186,0.028
"5223","Sutton",2007,"Number",214,68
"5224","Sutton",2007,"Percent",0.183,0.022
"5225","Sutton",2008,"Number",193,71
"5226","Sutton",2008,"Percent",0.169,0.02
"5227","Sutton",2009,"Number",208,246
"5228","Sutton",2009,"Percent",0.175,0.067
"5229","Sutton",2010,"Number",251,196
"5230","Sutton",2010,"Percent",0.22,0.065
"5231","Sutton",2011,"Number",208,132
"5232","Sutton",2011,"Percent",0.202,0.045
"5233","Swisher",2000,"Number",625,131
"5234","Swisher",2000,"Percent",0.276,0.036
"5235","Swisher",2001,"Number",619,136
"5236","Swisher",2001,"Percent",0.272,0.038
"5237","Swisher",2002,"Number",576,148
"5238","Swisher",2002,"Percent",0.255,0.041
"5239","Swisher",2003,"Number",602,169
"5240","Swisher",2003,"Percent",0.284,0.047
"5241","Swisher",2004,"Number",565,227
"5242","Swisher",2004,"Percent",0.268,0.058
"5243","Swisher",2005,"Number",626,183
"5244","Swisher",2005,"Percent",0.301,0.049
"5245","Swisher",2006,"Number",611,164
"5246","Swisher",2006,"Percent",0.295,0.046
"5247","Swisher",2007,"Number",572,154
"5248","Swisher",2007,"Percent",0.29,0.044
"5249","Swisher",2008,"Number",529,163
"5250","Swisher",2008,"Percent",0.275,0.045
"5251","Swisher",2009,"Number",570,217
"5252","Swisher",2009,"Percent",0.297,0.06
"5253","Swisher",2010,"Number",616,222
"5254","Swisher",2010,"Percent",0.3,0.062
"5255","Swisher",2011,"Number",619,234
"5256","Swisher",2011,"Percent",0.311,0.065
"5257","Tarrant",2000,"Number",61083,24821
"5258","Tarrant",2000,"Percent",0.146,0.031
"5259","Tarrant",2001,"Number",64909,33601
"5260","Tarrant",2001,"Percent",0.151,0.042
"5261","Tarrant",2002,"Number",68845,51024
"5262","Tarrant",2002,"Percent",0.156,0.062
"5263","Tarrant",2003,"Number",79162,53670
"5264","Tarrant",2003,"Percent",0.177,0.065
"5265","Tarrant",2004,"Number",80961,47063
"5266","Tarrant",2004,"Percent",0.178,0.057
"5267","Tarrant",2005,"Number",82686,43125
"5268","Tarrant",2005,"Percent",0.185,0.051
"5269","Tarrant",2006,"Number",82962,41261
"5270","Tarrant",2006,"Percent",0.18,0.047
"5271","Tarrant",2007,"Number",82745,37270
"5272","Tarrant",2007,"Percent",0.173,0.043
"5273","Tarrant",2008,"Number",82680,43295
"5274","Tarrant",2008,"Percent",0.169,0.049
"5275","Tarrant",2009,"Number",106476,69491
"5276","Tarrant",2009,"Percent",0.212,0.077
"5277","Tarrant",2010,"Number",104120,75124
"5278","Tarrant",2010,"Percent",0.207,0.083
"5279","Tarrant",2011,"Number",121288,73065
"5280","Tarrant",2011,"Percent",0.238,0.078
"5281","Taylor",2000,"Number",6791,2079
"5282","Taylor",2000,"Percent",0.204,0.035
"5283","Taylor",2001,"Number",6894,2210
"5284","Taylor",2001,"Percent",0.208,0.039
"5285","Taylor",2002,"Number",7082,2422
"5286","Taylor",2002,"Percent",0.212,0.042
"5287","Taylor",2003,"Number",7500,2608
"5288","Taylor",2003,"Percent",0.228,0.042
"5289","Taylor",2004,"Number",7426,3102
"5290","Taylor",2004,"Percent",0.226,0.047
"5291","Taylor",2005,"Number",8310,2750
"5292","Taylor",2005,"Percent",0.257,0.042
"5293","Taylor",2006,"Number",7281,2661
"5294","Taylor",2006,"Percent",0.225,0.04
"5295","Taylor",2007,"Number",8034,2303
"5296","Taylor",2007,"Percent",0.247,0.035
"5297","Taylor",2008,"Number",7305,2532
"5298","Taylor",2008,"Percent",0.224,0.038
"5299","Taylor",2009,"Number",6996,3849
"5300","Taylor",2009,"Percent",0.225,0.057
"5301","Taylor",2010,"Number",7713,4345
"5302","Taylor",2010,"Percent",0.243,0.064
"5303","Taylor",2011,"Number",6770,4324
"5304","Taylor",2011,"Percent",0.212,0.063
"5305","Terrell",2000,"Number",89,19
"5306","Terrell",2000,"Percent",0.343,0.026
"5307","Terrell",2001,"Number",78,20
"5308","Terrell",2001,"Percent",0.308,0.03
"5309","Terrell",2002,"Number",53,22
"5310","Terrell",2002,"Percent",0.221,0.032
"5311","Terrell",2003,"Number",55,32
"5312","Terrell",2003,"Percent",0.27,0.048
"5313","Terrell",2004,"Number",46,27
"5314","Terrell",2004,"Percent",0.225,0.056
"5315","Terrell",2005,"Number",56,29
"5316","Terrell",2005,"Percent",0.282,0.075
"5317","Terrell",2006,"Number",60,23
"5318","Terrell",2006,"Percent",0.271,0.06
"5319","Terrell",2007,"Number",65,19
"5320","Terrell",2007,"Percent",0.33,0.054
"5321","Terrell",2008,"Number",66,22
"5322","Terrell",2008,"Percent",0.346,0.058
"5323","Terrell",2009,"Number",59,35
"5324","Terrell",2009,"Percent",0.267,0.09
"5325","Terrell",2010,"Number",53,33
"5326","Terrell",2010,"Percent",0.231,0.085
"5327","Terrell",2011,"Number",51,35
"5328","Terrell",2011,"Percent",0.266,0.086
"5329","Terry",2000,"Number",1147,292
"5330","Terry",2000,"Percent",0.329,0.054
"5331","Terry",2001,"Number",1093,326
"5332","Terry",2001,"Percent",0.314,0.06
"5333","Terry",2002,"Number",1019,286
"5334","Terry",2002,"Percent",0.296,0.056
"5335","Terry",2003,"Number",1055,373
"5336","Terry",2003,"Percent",0.309,0.069
"5337","Terry",2004,"Number",1003,379
"5338","Terry",2004,"Percent",0.297,0.066
"5339","Terry",2005,"Number",1151,339
"5340","Terry",2005,"Percent",0.345,0.058
"5341","Terry",2006,"Number",1068,301
"5342","Terry",2006,"Percent",0.323,0.053
"5343","Terry",2007,"Number",1067,271
"5344","Terry",2007,"Percent",0.337,0.046
"5345","Terry",2008,"Number",1097,254
"5346","Terry",2008,"Percent",0.351,0.044
"5347","Terry",2009,"Number",1036,424
"5348","Terry",2009,"Percent",0.32,0.07
"5349","Terry",2010,"Number",1136,433
"5350","Terry",2010,"Percent",0.348,0.074
"5351","Terry",2011,"Number",1077,440
"5352","Terry",2011,"Percent",0.328,0.073
"5353","Texas",2000,"Number",1237626,437488
"5354","Texas",2000,"Percent",0.207,0.042
"5355","Texas",2001,"Number",1294807,507442
"5356","Texas",2001,"Percent",0.212,0.049
"5357","Texas",2002,"Number",1325620,680864
"5358","Texas",2002,"Percent",0.213,0.063
"5359","Texas",2003,"Number",1425828,737516
"5360","Texas",2003,"Percent",0.228,0.068
"5361","Texas",2004,"Number",1431931,672397
"5362","Texas",2004,"Percent",0.227,0.061
"5363","Texas",2005,"Number",1537475,596276
"5364","Texas",2005,"Percent",0.247,0.053
"5365","Texas",2006,"Number",1520101,565823
"5366","Texas",2006,"Percent",0.238,0.049
"5367","Texas",2007,"Number",1508771,499594
"5368","Texas",2007,"Percent",0.231,0.043
"5369","Texas",2008,"Number",1492668,575149
"5370","Texas",2008,"Percent",0.225,0.049
"5371","Texas",2009,"Number",1655085,910621
"5372","Texas",2009,"Percent",0.243,0.076
"5373","Texas",2010,"Number",1746564,994481
"5374","Texas",2010,"Percent",0.257,0.082
"5375","Texas",2011,"Number",1825007,986979
"5376","Texas",2011,"Percent",0.266,0.079
"5377","Throckmorton",2000,"Number",93,19
"5378","Throckmorton",2000,"Percent",0.208,0.026
"5379","Throckmorton",2001,"Number",94,15
"5380","Throckmorton",2001,"Percent",0.232,0.021
"5381","Throckmorton",2002,"Number",71,25
"5382","Throckmorton",2002,"Percent",0.178,0.032
"5383","Throckmorton",2003,"Number",64,27
"5384","Throckmorton",2003,"Percent",0.171,0.032
"5385","Throckmorton",2004,"Number",64,40
"5386","Throckmorton",2004,"Percent",0.192,0.04
"5387","Throckmorton",2005,"Number",73,35
"5388","Throckmorton",2005,"Percent",0.221,0.037
"5389","Throckmorton",2006,"Number",86,35
"5390","Throckmorton",2006,"Percent",0.245,0.037
"5391","Throckmorton",2007,"Number",68,37
"5392","Throckmorton",2007,"Percent",0.221,0.039
"5393","Throckmorton",2008,"Number",70,33
"5394","Throckmorton",2008,"Percent",0.229,0.034
"5395","Throckmorton",2009,"Number",78,54
"5396","Throckmorton",2009,"Percent",0.243,0.052
"5397","Throckmorton",2010,"Number",94,51
"5398","Throckmorton",2010,"Percent",0.253,0.048
"5399","Throckmorton",2011,"Number",88,59
"5400","Throckmorton",2011,"Percent",0.248,0.056
"5401","Titus",2000,"Number",1950,550
"5402","Titus",2000,"Percent",0.229,0.044
"5403","Titus",2001,"Number",1945,527
"5404","Titus",2001,"Percent",0.225,0.041
"5405","Titus",2002,"Number",1760,680
"5406","Titus",2002,"Percent",0.199,0.049
"5407","Titus",2003,"Number",1958,744
"5408","Titus",2003,"Percent",0.219,0.052
"5409","Titus",2004,"Number",1952,767
"5410","Titus",2004,"Percent",0.217,0.052
"5411","Titus",2005,"Number",2145,705
"5412","Titus",2005,"Percent",0.242,0.047
"5413","Titus",2006,"Number",2148,635
"5414","Titus",2006,"Percent",0.235,0.043
"5415","Titus",2007,"Number",1816,560
"5416","Titus",2007,"Percent",0.204,0.039
"5417","Titus",2008,"Number",2011,617
"5418","Titus",2008,"Percent",0.223,0.043
"5419","Titus",2009,"Number",2441,1055
"5420","Titus",2009,"Percent",0.259,0.074
"5421","Titus",2010,"Number",2901,1134
"5422","Titus",2010,"Percent",0.295,0.078
"5423","Titus",2011,"Number",2578,1135
"5424","Titus",2011,"Percent",0.261,0.079
"5425","Tom Green",2000,"Number",6102,1575
"5426","Tom Green",2000,"Percent",0.228,0.032
"5427","Tom Green",2001,"Number",6025,1423
"5428","Tom Green",2001,"Percent",0.228,0.028
"5429","Tom Green",2002,"Number",6183,1892
"5430","Tom Green",2002,"Percent",0.233,0.037
"5431","Tom Green",2003,"Number",6396,1989
"5432","Tom Green",2003,"Percent",0.242,0.039
"5433","Tom Green",2004,"Number",6074,2554
"5434","Tom Green",2004,"Percent",0.232,0.049
"5435","Tom Green",2005,"Number",6048,2281
"5436","Tom Green",2005,"Percent",0.234,0.044
"5437","Tom Green",2006,"Number",6819,2241
"5438","Tom Green",2006,"Percent",0.263,0.042
"5439","Tom Green",2007,"Number",6314,1916
"5440","Tom Green",2007,"Percent",0.24,0.037
"5441","Tom Green",2008,"Number",5932,2141
"5442","Tom Green",2008,"Percent",0.222,0.041
"5443","Tom Green",2009,"Number",6072,3414
"5444","Tom Green",2009,"Percent",0.236,0.065
"5445","Tom Green",2010,"Number",6942,3448
"5446","Tom Green",2010,"Percent",0.27,0.064
"5447","Tom Green",2011,"Number",6571,3462
"5448","Tom Green",2011,"Percent",0.254,0.063
"5449","Travis",2000,"Number",27493,10010
"5450","Travis",2000,"Percent",0.136,0.021
"5451","Travis",2001,"Number",28503,20047
"5452","Travis",2001,"Percent",0.139,0.041
"5453","Travis",2002,"Number",32504,29511
"5454","Travis",2002,"Percent",0.154,0.058
"5455","Travis",2003,"Number",38253,29351
"5456","Travis",2003,"Percent",0.179,0.059
"5457","Travis",2004,"Number",40093,26188
"5458","Travis",2004,"Percent",0.184,0.052
"5459","Travis",2005,"Number",43499,22666
"5460","Travis",2005,"Percent",0.203,0.044
"5461","Travis",2006,"Number",43978,21150
"5462","Travis",2006,"Percent",0.196,0.04
"5463","Travis",2007,"Number",43806,18848
"5464","Travis",2007,"Percent",0.183,0.036
"5465","Travis",2008,"Number",45477,23063
"5466","Travis",2008,"Percent",0.182,0.042
"5467","Travis",2009,"Number",53877,36877
"5468","Travis",2009,"Percent",0.222,0.067
"5469","Travis",2010,"Number",59737,38797
"5470","Travis",2010,"Percent",0.245,0.069
"5471","Travis",2011,"Number",60565,38150
"5472","Travis",2011,"Percent",0.241,0.066
"5473","Trinity",2000,"Number",887,251
"5474","Trinity",2000,"Percent",0.282,0.048
"5475","Trinity",2001,"Number",859,250
"5476","Trinity",2001,"Percent",0.271,0.05
"5477","Trinity",2002,"Number",866,316
"5478","Trinity",2002,"Percent",0.274,0.04
"5479","Trinity",2003,"Number",896,320
"5480","Trinity",2003,"Percent",0.282,0.063
"5481","Trinity",2004,"Number",879,410
"5482","Trinity",2004,"Percent",0.283,0.069
"5483","Trinity",2005,"Number",1043,351
"5484","Trinity",2005,"Percent",0.341,0.06
"5485","Trinity",2006,"Number",993,347
"5486","Trinity",2006,"Percent",0.329,0.06
"5487","Trinity",2007,"Number",937,290
"5488","Trinity",2007,"Percent",0.309,0.05
"5489","Trinity",2008,"Number",987,328
"5490","Trinity",2008,"Percent",0.324,0.056
"5491","Trinity",2009,"Number",910,508
"5492","Trinity",2009,"Percent",0.306,0.085
"5493","Trinity",2010,"Number",963,522
"5494","Trinity",2010,"Percent",0.32,0.088
"5495","Trinity",2011,"Number",1036,540
"5496","Trinity",2011,"Percent",0.339,0.092
"5497","Tyler",2000,"Number",1190,505
"5498","Tyler",2000,"Percent",0.254,0.079
"5499","Tyler",2001,"Number",1151,536
"5500","Tyler",2001,"Percent",0.249,0.083
"5501","Tyler",2002,"Number",1088,709
"5502","Tyler",2002,"Percent",0.237,0.104
"5503","Tyler",2003,"Number",1145,774
"5504","Tyler",2003,"Percent",0.256,0.099
"5505","Tyler",2004,"Number",1127,702
"5506","Tyler",2004,"Percent",0.253,0.082
"5507","Tyler",2005,"Number",1276,618
"5508","Tyler",2005,"Percent",0.291,0.073
"5509","Tyler",2006,"Number",1188,538
"5510","Tyler",2006,"Percent",0.275,0.065
"5511","Tyler",2007,"Number",1173,452
"5512","Tyler",2007,"Percent",0.275,0.056
"5513","Tyler",2008,"Number",1178,509
"5514","Tyler",2008,"Percent",0.274,0.061
"5515","Tyler",2009,"Number",1184,834
"5516","Tyler",2009,"Percent",0.266,0.098
"5517","Tyler",2010,"Number",1201,915
"5518","Tyler",2010,"Percent",0.283,0.106
"5519","Tyler",2011,"Number",1225,978
"5520","Tyler",2011,"Percent",0.287,0.115
"5521","Upshur",2000,"Number",2172,826
"5522","Upshur",2000,"Percent",0.234,0.049
"5523","Upshur",2001,"Number",2085,830
"5524","Upshur",2001,"Percent",0.222,0.049
"5525","Upshur",2002,"Number",2121,1018
"5526","Upshur",2002,"Percent",0.225,0.059
"5527","Upshur",2003,"Number",2207,1031
"5528","Upshur",2003,"Percent",0.24,0.059
"5529","Upshur",2004,"Number",2118,1052
"5530","Upshur",2004,"Percent",0.23,0.058
"5531","Upshur",2005,"Number",2176,906
"5532","Upshur",2005,"Percent",0.24,0.048
"5533","Upshur",2006,"Number",1977,894
"5534","Upshur",2006,"Percent",0.221,0.047
"5535","Upshur",2007,"Number",2151,787
"5536","Upshur",2007,"Percent",0.238,0.041
"5537","Upshur",2008,"Number",2000,850
"5538","Upshur",2008,"Percent",0.221,0.043
"5539","Upshur",2009,"Number",2329,1524
"5540","Upshur",2009,"Percent",0.245,0.076
"5541","Upshur",2010,"Number",2421,1577
"5542","Upshur",2010,"Percent",0.255,0.078
"5543","Upshur",2011,"Number",2375,1480
"5544","Upshur",2011,"Percent",0.245,0.072
"5545","Upton",2000,"Number",233,81
"5546","Upton",2000,"Percent",0.256,0.056
"5547","Upton",2001,"Number",200,61
"5548","Upton",2001,"Percent",0.225,0.041
"5549","Upton",2002,"Number",186,78
"5550","Upton",2002,"Percent",0.223,0.055
"5551","Upton",2003,"Number",192,71
"5552","Upton",2003,"Percent",0.229,0.05
"5553","Upton",2004,"Number",171,81
"5554","Upton",2004,"Percent",0.216,0.052
"5555","Upton",2005,"Number",194,73
"5556","Upton",2005,"Percent",0.249,0.044
"5557","Upton",2006,"Number",192,61
"5558","Upton",2006,"Percent",0.245,0.038
"5559","Upton",2007,"Number",155,52
"5560","Upton",2007,"Percent",0.214,0.031
"5561","Upton",2008,"Number",154,56
"5562","Upton",2008,"Percent",0.208,0.031
"5563","Upton",2009,"Number",206,103
"5564","Upton",2009,"Percent",0.238,0.057
"5565","Upton",2010,"Number",211,93
"5566","Upton",2010,"Percent",0.232,0.05
"5567","Upton",2011,"Number",205,87
"5568","Upton",2011,"Percent",0.231,0.045
"5569","Uvalde",2000,"Number",2873,786
"5570","Uvalde",2000,"Percent",0.355,0.071
"5571","Uvalde",2001,"Number",3077,831
"5572","Uvalde",2001,"Percent",0.373,0.076
"5573","Uvalde",2002,"Number",3045,916
"5574","Uvalde",2002,"Percent",0.365,0.082
"5575","Uvalde",2003,"Number",2868,1008
"5576","Uvalde",2003,"Percent",0.356,0.087
"5577","Uvalde",2004,"Number",2700,872
"5578","Uvalde",2004,"Percent",0.333,0.071
"5579","Uvalde",2005,"Number",3119,710
"5580","Uvalde",2005,"Percent",0.391,0.06
"5581","Uvalde",2006,"Number",3043,697
"5582","Uvalde",2006,"Percent",0.38,0.059
"5583","Uvalde",2007,"Number",2942,590
"5584","Uvalde",2007,"Percent",0.376,0.053
"5585","Uvalde",2008,"Number",2766,655
"5586","Uvalde",2008,"Percent",0.359,0.059
"5587","Uvalde",2009,"Number",3493,929
"5588","Uvalde",2009,"Percent",0.446,0.081
"5589","Uvalde",2010,"Number",3197,1065
"5590","Uvalde",2010,"Percent",0.423,0.091
"5591","Uvalde",2011,"Number",2905,1089
"5592","Uvalde",2011,"Percent",0.389,0.09
"5593","Val Verde",2000,"Number",4865,1251
"5594","Val Verde",2000,"Percent",0.337,0.07
"5595","Val Verde",2001,"Number",4923,1138
"5596","Val Verde",2001,"Percent",0.338,0.062
"5597","Val Verde",2002,"Number",4587,1351
"5598","Val Verde",2002,"Percent",0.311,0.07
"5599","Val Verde",2003,"Number",4715,1619
"5600","Val Verde",2003,"Percent",0.318,0.08
"5601","Val Verde",2004,"Number",4656,1446
"5602","Val Verde",2004,"Percent",0.315,0.074
"5603","Val Verde",2005,"Number",5296,1330
"5604","Val Verde",2005,"Percent",0.364,0.066
"5605","Val Verde",2006,"Number",5054,1241
"5606","Val Verde",2006,"Percent",0.342,0.061
"5607","Val Verde",2007,"Number",4767,1111
"5608","Val Verde",2007,"Percent",0.328,0.054
"5609","Val Verde",2008,"Number",4431,1217
"5610","Val Verde",2008,"Percent",0.308,0.06
"5611","Val Verde",2009,"Number",4782,1969
